binomial,family,family_correct,binomial_correct
Amolops archotaphus,Ranidae,Ranidae,Amolops archotaphus
Amolops afghana,Ranidae,Ranidae,Amolops afghanus
Amietophrynus xeros,Bufonidae,Bufonidae,Sclerophrys xeros
Amietophrynus vittatus,Bufonidae,Bufonidae,Sclerophrys vittata
Amietophrynus villiersi,Bufonidae,Bufonidae,Sclerophrys villiersi
Amietophrynus tuberosus,Bufonidae,Bufonidae,Sclerophrys tuberosa
Amietophrynus superciliaris,Bufonidae,Bufonidae,Sclerophrys superciliaris
Amietophrynus steindachneri,Bufonidae,Bufonidae,Sclerophrys steindachneri
Amietophrynus regularis,Bufonidae,Bufonidae,Sclerophrys regularis
Amietophrynus rangeri,Bufonidae,Bufonidae,Sclerophrys capensis
Amietophrynus poweri,Bufonidae,Bufonidae,Sclerophrys poweri
Amietophrynus perreti,Bufonidae,Bufonidae,Sclerophrys perreti
Amietophrynus pardalis,Bufonidae,Bufonidae,Sclerophrys pardalis
Amietophrynus maculatus,Bufonidae,Bufonidae,Sclerophrys maculata
Amietophrynus lemairii,Bufonidae,Bufonidae,Sclerophrys lemairii
Amietophrynus latifrons,Bufonidae,Bufonidae,Sclerophrys latifrons
Amietophrynus langanoensis,Bufonidae,Bufonidae,Sclerophrys langanoensis
Amietophrynus kisoloensis,Bufonidae,Bufonidae,Sclerophrys kisoloensis
Amietophrynus kerinyagae,Bufonidae,Bufonidae,Sclerophrys kerinyagae
Amietophrynus gutturalis,Bufonidae,Bufonidae,Sclerophrys gutturalis
Amietophrynus gracilipes,Bufonidae,Bufonidae,Sclerophrys gracilipes
Amietophrynus garmani,Bufonidae,Bufonidae,Sclerophrys garmani
Amietophrynus funereus,Bufonidae,Bufonidae,Sclerophrys funerea
Amietophrynus camerunensis,Bufonidae,Bufonidae,Sclerophrys camerunensis
Amietophrynus blanfordii,Bufonidae,Bufonidae,Sclerophrys blanfordii
Amietia wittei,Pyxicephalidae,Pyxicephalidae,Amietia wittei
Amietia vertebralis,Pyxicephalidae,Pyxicephalidae,Amietia vertebralis
Amietia ruwenzorica,Pyxicephalidae,Pyxicephalidae,Amietia ruwenzorica
Amietia fuscigula,Pyxicephalidae,Pyxicephalidae,Amietia fuscigula
Amietia desaegeri,Pyxicephalidae,Pyxicephalidae,Amietia desaegeri
Amietia delalandii,Pyxicephalidae,Pyxicephalidae,Amietia delalandii
Amietia angolensis,Pyxicephalidae,Pyxicephalidae,Amietia angolensis
Ameerega trivittata,Dendrobatidae,Dendrobatidae,Ameerega trivittata
Ameerega macero,Dendrobatidae,Dendrobatidae,Ameerega macero
Ameerega flavopicta,Dendrobatidae,Dendrobatidae,Ameerega flavopicta
Ameerega braccata,Dendrobatidae,Dendrobatidae,Ameerega braccata
Ambystoma tigrinum,Ambystomatidae,Ambystomatidae,Ambystoma tigrinum
Ambystoma texanum,Ambystomatidae,Ambystomatidae,Ambystoma texanum
Ambystoma talpoideum,Ambystomatidae,Ambystomatidae,Ambystoma talpoideum
Ambystoma subsalsum,Ambystomatidae,Ambystomatidae,Ambystoma velasci
Ambystoma rivulare,Ambystomatidae,Ambystomatidae,Ambystoma rivulare
Ambystoma ordinarium,Ambystomatidae,Ambystomatidae,Ambystoma ordinarium
Ambystoma opacum,Ambystomatidae,Ambystomatidae,Ambystoma opacum
Ambystoma mexicanum,Ambystomatidae,Ambystomatidae,Ambystoma mexicanum
Ambystoma mavortium,Ambystomatidae,Ambystomatidae,Ambystoma mavortium
Ambystoma maculatum,Ambystomatidae,Ambystomatidae,Ambystoma maculatum
Ambystoma macrodactylum,Ambystomatidae,Ambystomatidae,Ambystoma macrodactylum
Ambystoma mabeei,Ambystomatidae,Ambystomatidae,Ambystoma mabeei
Ambystoma laterale,Ambystomatidae,Ambystomatidae,Ambystoma laterale
Ambystoma jeffersonianum,Ambystomatidae,Ambystomatidae,Ambystoma jeffersonianum
Ambystoma granulosum,Ambystomatidae,Ambystomatidae,Ambystoma granulosum
Ambystoma gracile,Ambystomatidae,Ambystomatidae,Ambystoma gracile
Ambystoma dumerilii,Ambystomatidae,Ambystomatidae,Ambystoma dumerilii
Ambystoma croceum,Ambystomatidae,Ambystomatidae,Ambystoma macrodactylum
Ambystoma cingulatum,Ambystomatidae,Ambystomatidae,Ambystoma cingulatum
Ambystoma annulatum,Ambystomatidae,Ambystomatidae,Ambystoma annulatum
Ambystoma andersoni,Ambystomatidae,Ambystomatidae,Ambystoma andersoni
Ambystoma altamirani,Ambystomatidae,Ambystomatidae,Ambystoma altamirani
Amazophrynella vote,Bufonidae,Bufonidae,Amazophrynella vote
Amazophrynella bokermanni,Bufonidae,Bufonidae,Amazophrynella bokermanni
Alytes obstetricans,Alytidae,Alytidae,Alytes obstetricans
Altiphrynoides malcolmi,Bufonidae,Bufonidae,Altiphrynoides malcolmi
Alsodes nodosus,Cycloramphidae,Alsodidae,Alsodes nodosus
Alsodes monticola,Cycloramphidae,Alsodidae,Alsodes monticola
Allophryne ruthveni,Centrolenidae,Allophrynidae,Allophryne ruthveni
Allopaa hazarensis,Dicroglossidae,Dicroglossidae,Allopaa hazarensis
Allobates trilineatus,Aromobatidae,Aromobatidae,Allobates trilineatus
Allobates talamancae,Aromobatidae,Aromobatidae,Allobates talamancae
Allobates nidicola,Aromobatidae,Aromobatidae,Allobates nidicola
Allobates mcdiarmidi,Aromobatidae,Aromobatidae,Allobates mcdiarmidi
Allobates masniger,Aromobatidae,Aromobatidae,Allobates masniger
Allobates granti,Aromobatidae,Aromobatidae,Allobates granti
Allobates femoralis,Aromobatidae,Aromobatidae,Allobates femoralis
Allobates brunneus,Aromobatidae,Aromobatidae,Allobates brunneus
Albericus valkuriarum,Microhylidae,Microhylidae,Choerophryne valkuriarum
Albericus brunhildae,Microhylidae,Microhylidae,Choerophryne brunhildae
Aglyptodactylus madagascariensis,Mantellidae,Mantellidae,Aglyptodactylus madagascariensis
Aglyptodactylus inguinalis,Mantellidae,Mantellidae,Aglyptodactylus inguinalis
Agalychnis moreletii,Hylidae,Phyllomedusidae,Agalychnis moreletii
Agalychnis callidryas,Hylidae,Phyllomedusidae,Agalychnis callidryas
Agalychnis annae,Hylidae,Phyllomedusidae,Agalychnis annae
Afrixalus weidholzi,Hyperoliidae,Hyperoliidae,Afrixalus weidholzi
Afrixalus vittiger,Hyperoliidae,Hyperoliidae,Afrixalus vittiger
Afrixalus stuhlmanni,Hyperoliidae,Hyperoliidae,Afrixalus stuhlmanni
Afrixalus spinifrons,Hyperoliidae,Hyperoliidae,Afrixalus spinifrons
Afrixalus paradorsalis,Hyperoliidae,Hyperoliidae,Afrixalus paradorsalis
Afrixalus osorioi,Hyperoliidae,Hyperoliidae,Afrixalus osorioi
Afrixalus orophilus,Hyperoliidae,Hyperoliidae,Afrixalus orophilus
Afrixalus nigeriensis,Hyperoliidae,Hyperoliidae,Afrixalus nigeriensis
Afrixalus morerei,Hyperoliidae,Hyperoliidae,Afrixalus morerei
Afrixalus laevis,Hyperoliidae,Hyperoliidae,Afrixalus laevis
Afrixalus knysnae,Hyperoliidae,Hyperoliidae,Afrixalus knysnae
Afrixalus fulvovittatus,Hyperoliidae,Hyperoliidae,Afrixalus fulvovittatus
Afrixalus fornasini,Hyperoliidae,Hyperoliidae,Afrixalus fornasini
Afrixalus enseticola,Hyperoliidae,Hyperoliidae,Afrixalus enseticola
Afrixalus dorsalis,Hyperoliidae,Hyperoliidae,Afrixalus dorsalis
Afrixalus delicatus,Hyperoliidae,Hyperoliidae,Afrixalus delicatus
Afrixalus clarkei,Hyperoliidae,Hyperoliidae,Afrixalus clarkei
Afrixalus aureus,Hyperoliidae,Hyperoliidae,Afrixalus aureus
Adenomus kelaartii,Bufonidae,Bufonidae,Adenomus kelaartii
Adenomera saci,Leptodactylidae,Leptodactylidae,Adenomera saci
Adelphobates galactonotus,Dendrobatidae,Dendrobatidae,Adelphobates galactonotus
Adelotus brevis,Limnodynastidae,Limnodynastidae,Adelotus brevis
Adelophryne mucronata,Eleutherodactylidae,Eleutherodactylidae,Adelophryne mucronata
Adelophryne gutturosa,Eleutherodactylidae,Eleutherodactylidae,Adelophryne gutturosa
Adelophryne adiastola,Eleutherodactylidae,Eleutherodactylidae,Adelophryne adiastola
Acris gryllus,Hylidae,Hylidae,Acris gryllus
Acris crepitans,Hylidae,Hylidae,Acris crepitans
Acris blanchardi,Hylidae,Hylidae,Acris blanchardi
